Agency / Banca,ASM Emp Code,ASM Name,City,Date of Joning,Designation,Emp Code,Employee Status,Function,Last Working Date,Name,RHR,RSM Emp Code,RSM Name,RTM,State,Zone
Banca,33, Beth,Delhi,2005-09-22 00:00:00,SM - Banca,153,Active,Sales,, Heather,Ankit,8, Albert,Priya,Delhi,North 3
Banca,33, Beth,Delhi,2006-07-18 00:00:00,ASM - Banca,33,Active,Sales,, Beth,Ankit,8, Albert,Priya,Delhi,North 3
Banca,33, Beth,Delhi,2009-10-07 00:00:00,SM - Banca,149,Active,Sales,, Haley,Ankit,8, Albert,Priya,Delhi,North 3
Banca,33, Beth,Delhi,2009-12-02 00:00:00,SM - Banca,152,Active,Sales,, Harry,Ankit,8, Albert,Priya,Delhi,North 3
Banca,33, Beth,Delhi,2010-03-18 00:00:00,SM - Banca,296,Exited,Sales,2024-05-05 00:00:00, Philip,Ankit,8, Albert,Priya,Delhi,North 3
Banca,33, Beth,Delhi,2016-01-21 00:00:00,SM - Banca,148,Active,Sales,, Hailey,Ankit,8, Albert,Priya,Delhi,North 3
Banca,33, Beth,Delhi,2018-01-25 00:00:00,SM - Banca,151,Active,Sales,, Harold,Ankit,8, Albert,Priya,Delhi,North 3
Banca,33, Beth,Delhi,2020-02-01 00:00:00,SM - Banca,150,Active,Sales,, Hannah,Ankit,8, Albert,Priya,Delhi,North 3
Banca,34, Betty,Agra,2015-01-22 00:00:00,SM - Banca,157,Active,Sales,, Holly,Ankit,8, Albert,Priya,UP,North 4
Banca,34, Betty,All,2010-10-01 00:00:00,ASM - Banca,34,Active,Sales,, Betty,Ankit,8, Albert,Priya,UP,North 4
Banca,34, Betty,All,2019-06-28 00:00:00,ASM - Banca,260,Exited,Sales,2024-03-17 00:00:00, Matthew,Ankit,8, Albert,Priya,UP,North 4
Banca,34, Betty,Allahabad,2011-05-12 00:00:00,SM - Banca,158,Active,Sales,, Howard,Ankit,8, Albert,Priya,UP,North 4
Banca,34, Betty,Gorakhpur,2015-06-11 00:00:00,SM - Banca,159,Active,Sales,, Ian,Ankit,8, Albert,Priya,UP,North 4
Banca,34, Betty,Kanpur,2013-07-27 00:00:00,SM - Banca,298,Exited,Sales,2024-03-21 00:00:00, Preston,Ankit,8, Albert,Priya,UP,North 4
Banca,34, Betty,Kanpur,2024-04-14 00:00:00,SM - Banca,155,Active,Sales,, Henry,Ankit,8, Albert,Priya,UP,North 4
Banca,34, Betty,Lucknow,2018-11-23 00:00:00,SM - Banca,297,Exited,Sales,2024-02-17 00:00:00, Phyllis,Ankit,8, Albert,Priya,UP,North 4
Banca,34, Betty,Lucknow,2020-04-02 00:00:00,SM - Banca,154,Active,Sales,, Helen,Ankit,8, Albert,Priya,UP,North 4
Banca,34, Betty,Varanasi,2014-06-11 00:00:00,SM - Banca,156,Active,Sales,, Herbert,Ankit,8, Albert,Priya,UP,North 4
Banca,35, Beverly,All,2006-12-08 00:00:00,ASM - Banca,35,Active,Sales,, Beverly,Ankit,8, Albert,Priya,Bihar,North 5
Banca,35, Beverly,Begusarai,2011-09-10 00:00:00,SM - Banca,300,Exited,Sales,2024-05-05 00:00:00, Ralph,Ankit,8, Albert,Priya,Bihar,North 5
Banca,35, Beverly,Begusarai,2014-04-13 00:00:00,SM - Banca,163,Active,Sales,, Ivan,Ankit,8, Albert,Priya,Bihar,North 5
Banca,35, Beverly,Darbhanga,2018-04-02 00:00:00,SM - Banca,299,Exited,Sales,2024-05-05 00:00:00, Rachel,Ankit,8, Albert,Priya,Bihar,North 5
Banca,35, Beverly,Darbhanga,2023-10-03 00:00:00,SM - Banca,162,Active,Sales,, Isabelle,Ankit,8, Albert,Priya,Bihar,North 5
Banca,35, Beverly,Gaya,2023-04-19 00:00:00,SM - Banca,161,Active,Sales,, Isaac,Ankit,8, Albert,Priya,Bihar,North 5
Banca,35, Beverly,Katihar,2005-12-20 00:00:00,SM - Banca,164,Active,Sales,, Jack,Ankit,8, Albert,Priya,Bihar,North 5
Banca,35, Beverly,Katihar,2012-03-23 00:00:00,SM - Banca,301,Exited,Sales,2024-01-14 00:00:00, Randy,Ankit,8, Albert,Priya,Bihar,North 5
Banca,35, Beverly,Patna,2009-08-27 00:00:00,SM - Banca,160,Active,Sales,, Irene,Ankit,8, Albert,Priya,Bihar,North 5
Banca,36, Bill,All,2018-05-27 00:00:00,ASM - Banca,36,Active,Sales,, Bill,Nikhil,9, Alex,Naveen,Assam,East 1
Banca,36, Bill,Dibrugarh,2011-08-03 00:00:00,SM - Banca,302,Exited,Sales,2024-02-29 00:00:00, Raymond,Nikhil,9, Alex,Naveen,Assam,East 1
Banca,36, Bill,Dibrugarh,2013-02-04 00:00:00,SM - Banca,166,Active,Sales,, Jacob,Nikhil,9, Alex,Naveen,Assam,East 1
Banca,36, Bill,Guwahati,2018-12-29 00:00:00,SM - Banca,165,Active,Sales,, Jackson,Nikhil,9, Alex,Naveen,Assam,East 1
Banca,36, Bill,Jorhat,2014-11-03 00:00:00,SM - Banca,167,Active,Sales,, Jacqueline,Nikhil,9, Alex,Naveen,Assam,East 1
Banca,36, Bill,Jorhat,2017-06-06 00:00:00,SM - Banca,303,Exited,Sales,2024-03-31 00:00:00, Rebecca,Nikhil,9, Alex,Naveen,Assam,East 1
Banca,36, Bill,Nagaon,2006-12-23 00:00:00,SM - Banca,170,Active,Sales,, Jamie,Nikhil,9, Alex,Naveen,Assam,East 1
Banca,36, Bill,Silchar,2022-09-08 00:00:00,SM - Banca,168,Active,Sales,, Jade,Nikhil,9, Alex,Naveen,Assam,East 1
Banca,36, Bill,Tezpur,2013-09-28 00:00:00,SM - Banca,169,Active,Sales,, James,Nikhil,9, Alex,Naveen,Assam,East 1
Banca,36, Bill,Tinsukia,2023-08-03 00:00:00,SM - Banca,171,Active,Sales,, Jane,Nikhil,9, Alex,Naveen,Assam,East 1
Banca,37, Billy,All,2012-08-14 00:00:00,ASM - Banca,37,Active,Sales,, Billy,Nikhil,9, Alex,Naveen,Meghalya,East 2
Banca,37, Billy,Cherrapunji,2012-08-22 00:00:00,SM - Banca,177,Active,Sales,, Jenna,Nikhil,9, Alex,Naveen,Meghalya,East 2
Banca,37, Billy,Jowai,2005-02-24 00:00:00,SM - Banca,174,Active,Sales,, Jason,Nikhil,9, Alex,Naveen,Meghalya,East 2
Banca,37, Billy,Nongpoh,2023-08-09 00:00:00,SM - Banca,178,Active,Sales,, Jennifer,Nikhil,9, Alex,Naveen,Meghalya,East 2
Banca,37, Billy,Nongstoin,2021-04-05 00:00:00,SM - Banca,175,Active,Sales,, Jean,Nikhil,9, Alex,Naveen,Meghalya,East 2
Banca,37, Billy,Shillong,2011-10-12 00:00:00,SM - Banca,172,Active,Sales,, Janet,Nikhil,9, Alex,Naveen,Meghalya,East 2
Banca,37, Billy,Shillong,2023-10-30 00:00:00,SM - Banca,304,Exited,Sales,2024-03-24 00:00:00, Regina,Nikhil,9, Alex,Naveen,Meghalya,East 2
Banca,37, Billy,Tura,2018-02-11 00:00:00,SM - Banca,305,Exited,Sales,2024-05-05 00:00:00, Renee,Nikhil,9, Alex,Naveen,Meghalya,East 2
Banca,37, Billy,Tura,2023-10-21 00:00:00,SM - Banca,173,Active,Sales,, Jared,Nikhil,9, Alex,Naveen,Meghalya,East 2
Banca,37, Billy,Williamnagar,2021-05-10 00:00:00,SM - Banca,176,Active,Sales,, Jeffrey,Nikhil,9, Alex,Naveen,Meghalya,East 2
Banca,38, Blake,All,2014-12-03 00:00:00,ASM - Banca,38,Active,Sales,, Blake,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,38, Blake,Amravati,2009-03-14 00:00:00,SM - Banca,181,Active,Sales,, Jesse,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,38, Blake,Aurangabad,2016-02-07 00:00:00,SM - Banca,309,Exited,Sales,2024-01-05 00:00:00, Riley,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,38, Blake,Aurangabad,2019-09-04 00:00:00,SM - Banca,190,Active,Sales,, Jonathan,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,38, Blake,Kohlapur,2009-10-08 00:00:00,SM - Banca,182,Active,Sales,, Jessica,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,38, Blake,Nagpur,2006-11-30 00:00:00,SM - Banca,188,Active,Sales,, John,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,38, Blake,Nashik,2021-03-06 00:00:00,SM - Banca,189,Active,Sales,, Johnny,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,38, Blake,Pune,2008-09-19 00:00:00,SM - Banca,187,Active,Sales,, Joel,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,38, Blake,Sangli,2014-09-22 00:00:00,SM - Banca,306,Exited,Sales,2024-05-05 00:00:00, Richard,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,38, Blake,Sangli,2023-05-23 00:00:00,SM - Banca,183,Active,Sales,, Jill,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,38, Blake,Solapur,2019-06-23 00:00:00,SM - Banca,180,Active,Sales,, Jerry,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,38, Blake,Thane,2015-01-19 00:00:00,SM - Banca,179,Active,Sales,, Jeremy,Raswinder,10, Alexander,Sahil,Maharashtra Urban,West 1
Banca,39, Bobby,Ahmednagar,2014-01-07 00:00:00,SM - Banca,308,Exited,Sales,2024-01-09 00:00:00, Ricky,Raswinder,10, Alexander,Sahil,Maharashtra Rural,West 2
Banca,39, Bobby,Ahmednagar,2018-07-10 00:00:00,SM - Banca,185,Active,Sales,, Joan,Raswinder,10, Alexander,Sahil,Maharashtra Rural,West 2
Banca,39, Bobby,All,2018-11-08 00:00:00,ASM - Banca,39,Active,Sales,, Bobby,Raswinder,10, Alexander,Sahil,Maharashtra Rural,West 2
Banca,39, Bobby,Jalgaon,2019-03-31 00:00:00,SM - Banca,307,Exited,Sales,2024-05-05 00:00:00, Rick,Raswinder,10, Alexander,Sahil,Maharashtra Rural,West 2
Banca,39, Bobby,Jalgaon,2021-12-01 00:00:00,SM - Banca,184,Active,Sales,, Jim,Raswinder,10, Alexander,Sahil,Maharashtra Rural,West 2
Banca,39, Bobby,Satara,2011-01-03 00:00:00,SM - Banca,186,Active,Sales,, Joe,Raswinder,10, Alexander,Sahil,Maharashtra Rural,West 2
Banca,40, Brandon,All,2018-08-20 00:00:00,ASM - Banca,40,Active,Sales,, Brandon,Raswinder,10, Alexander,Sahil,Goa,West 3
Banca,40, Brandon,Bicholim,2012-05-24 00:00:00,SM - Banca,195,Active,Sales,, Juan,Raswinder,10, Alexander,Sahil,Goa,West 3
Banca,40, Brandon,Bicholim,2018-11-12 00:00:00,SM - Banca,311,Exited,Sales,2024-02-09 00:00:00, Robert,Raswinder,10, Alexander,Sahil,Goa,West 3
Banca,40, Brandon,Mapusa,2022-03-18 00:00:00,SM - Banca,194,Active,Sales,, Joyce,Raswinder,10, Alexander,Sahil,Goa,West 3
Banca,40, Brandon,Margao,2024-01-12 00:00:00,SM - Banca,192,Active,Sales,, Joseph,Raswinder,10, Alexander,Sahil,Goa,West 3
Banca,40, Brandon,Panaji,2012-07-09 00:00:00,SM - Banca,310,Exited,Sales,2024-02-21 00:00:00, Rita,Raswinder,10, Alexander,Sahil,Goa,West 3
Banca,40, Brandon,Panaji,2016-10-20 00:00:00,SM - Banca,191,Active,Sales,, Jordan,Raswinder,10, Alexander,Sahil,Goa,West 3
Banca,40, Brandon,VascodaGama,2013-05-15 00:00:00,SM - Banca,193,Active,Sales,, Joshua,Raswinder,10, Alexander,Sahil,Goa,West 3
Banca,41, Brenda,Ajmer,2023-12-02 00:00:00,SM - Banca,200,Active,Sales,, Justin,Raswinder,10, Alexander,Sahil,Rajasthan,West 4
Banca,41, Brenda,All,2023-11-29 00:00:00,ASM - Banca,41,Active,Sales,, Brenda,Raswinder,10, Alexander,Sahil,Rajasthan,West 4
Banca,41, Brenda,Jaipur,2008-08-17 00:00:00,SM - Banca,196,Active,Sales,, Judith,Raswinder,10, Alexander,Sahil,Rajasthan,West 4
Banca,41, Brenda,Jaipur,2017-04-09 00:00:00,SM - Banca,312,Exited,Sales,2024-01-27 00:00:00, Robin,Raswinder,10, Alexander,Sahil,Rajasthan,West 4
Banca,41, Brenda,Jodhpur,2008-09-08 00:00:00,SM - Banca,313,Exited,Sales,2024-03-01 00:00:00, Roger,Raswinder,10, Alexander,Sahil,Rajasthan,West 4
Banca,41, Brenda,Jodhpur,2017-06-17 00:00:00,SM - Banca,197,Active,Sales,, Judy,Raswinder,10, Alexander,Sahil,Rajasthan,West 4
Banca,41, Brenda,Kota,2012-01-25 00:00:00,SM - Banca,199,Active,Sales,, Julie,Raswinder,10, Alexander,Sahil,Rajasthan,West 4
Banca,41, Brenda,Udaipur,2013-05-21 00:00:00,SM - Banca,198,Active,Sales,, Julia,Raswinder,10, Alexander,Sahil,Rajasthan,West 4
Banca,42, Brian,Ahmedabad,2023-11-23 00:00:00,SM - Banca,201,Active,Sales,, Kaitlyn,Raswinder,10, Alexander,Sahil,Gujarat,West 5
Banca,42, Brian,All,2011-04-11 00:00:00,ASM - Banca,261,Exited,Sales,2024-01-30 00:00:00, Maureen,Raswinder,10, Alexander,Sahil,Gujarat,West 5
Banca,42, Brian,All,2015-06-10 00:00:00,ASM - Banca,42,Active,Sales,, Brian,Raswinder,10, Alexander,Sahil,Gujarat,West 5
Banca,42, Brian,Bhavnagar,2015-09-21 00:00:00,SM - Banca,205,Active,Sales,, Kathleen,Raswinder,10, Alexander,Sahil,Gujarat,West 5
Banca,42, Brian,Gandhinagar,2010-08-16 00:00:00,SM - Banca,207,Active,Sales,, Kathy,Raswinder,10, Alexander,Sahil,Gujarat,West 5
Banca,42, Brian,Gandhinagar,2017-04-02 00:00:00,SM - Banca,314,Exited,Sales,2024-04-26 00:00:00, Ronald,Raswinder,10, Alexander,Sahil,Gujarat,West 5
Banca,42, Brian,Jamnagar,2022-09-19 00:00:00,SM - Banca,206,Active,Sales,, Kathryn,Raswinder,10, Alexander,Sahil,Gujarat,West 5
Banca,42, Brian,Rajkot,2018-10-18 00:00:00,SM - Banca,204,Active,Sales,, Katherine,Raswinder,10, Alexander,Sahil,Gujarat,West 5
Banca,42, Brian,Surat,2009-10-28 00:00:00,SM - Banca,202,Active,Sales,, Karen,Raswinder,10, Alexander,Sahil,Gujarat,West 5
Banca,42, Brian,Vadodara,2023-11-13 00:00:00,SM - Banca,203,Active,Sales,, Karl,Raswinder,10, Alexander,Sahil,Gujarat,West 5
Banca,43, Brittany,Mumbai,2006-07-19 00:00:00,SM - Banca,316,Exited,Sales,2024-02-06 00:00:00, Roy,Raswinder,10, Alexander,Sahil,Maharashtra Mumbai,West 6
Banca,43, Brittany,Mumbai,2006-11-03 00:00:00,SM - Banca,208,Active,Sales,, Katie,Raswinder,10, Alexander,Sahil,Maharashtra Mumbai,West 6
Banca,43, Brittany,Mumbai,2007-10-21 00:00:00,SM - Banca,315,Exited,Sales,2024-02-25 00:00:00, Rose,Raswinder,10, Alexander,Sahil,Maharashtra Mumbai,West 6
Banca,43, Brittany,Mumbai,2012-06-08 00:00:00,ASM - Banca,43,Active,Sales,, Brittany,Raswinder,10, Alexander,Sahil,Maharashtra Mumbai,West 6
Banca,43, Brittany,Mumbai,2014-11-08 00:00:00,SM - Banca,211,Active,Sales,, Kelly,Raswinder,10, Alexander,Sahil,Maharashtra Mumbai,West 6
Banca,43, Brittany,Mumbai,2017-07-23 00:00:00,SM - Banca,213,Active,Sales,, Kenneth,Raswinder,10, Alexander,Sahil,Maharashtra Mumbai,West 6
Banca,43, Brittany,Mumbai,2017-12-30 00:00:00,ASM - Banca,262,Exited,Sales,2024-02-24 00:00:00, Max,Raswinder,10, Alexander,Sahil,Maharashtra Mumbai,West 6
Banca,43, Brittany,Mumbai,2021-11-29 00:00:00,SM - Banca,209,Active,Sales,, Kayla,Raswinder,10, Alexander,Sahil,Maharashtra Mumbai,West 6
Banca,43, Brittany,Mumbai,2023-08-30 00:00:00,SM - Banca,212,Active,Sales,, Ken,Raswinder,10, Alexander,Sahil,Maharashtra Mumbai,West 6
Banca,43, Brittany,Mumbai,2024-04-25 00:00:00,SM - Banca,210,Active,Sales,, Keith,Raswinder,10, Alexander,Sahil,Maharashtra Mumbai,West 6
Banca,44, Bruce,All,2005-08-13 00:00:00,ASM - Banca,44,Active,Sales,, Bruce,Raswinder,10, Alexander,Sahil,Madhya Pradesh,West 7
Banca,44, Bruce,Bhopal,2011-07-23 00:00:00,SM - Banca,214,Active,Sales,, Kevin,Raswinder,10, Alexander,Sahil,Madhya Pradesh,West 7
Banca,44, Bruce,Gwalior,2020-07-21 00:00:00,SM - Banca,216,Active,Sales,, Kimberly,Raswinder,10, Alexander,Sahil,Madhya Pradesh,West 7
Banca,44, Bruce,Indore,2021-04-01 00:00:00,SM - Banca,215,Active,Sales,, Kim,Raswinder,10, Alexander,Sahil,Madhya Pradesh,West 7
Banca,44, Bruce,Jabalpur,2008-08-13 00:00:00,SM - Banca,317,Exited,Sales,2024-05-05 00:00:00, Ruby,Raswinder,10, Alexander,Sahil,Madhya Pradesh,West 7
Banca,44, Bruce,Jabalpur,2011-02-12 00:00:00,SM - Banca,217,Active,Sales,, Kirk,Raswinder,10, Alexander,Sahil,Madhya Pradesh,West 7
Banca,44, Bruce,Ujjain,2008-10-28 00:00:00,SM - Banca,218,Active,Sales,, Krista,Raswinder,10, Alexander,Sahil,Madhya Pradesh,West 7
Banca,44, Bruce,Ujjain,2018-04-30 00:00:00,SM - Banca,318,Exited,Sales,2024-01-25 00:00:00, Russell,Raswinder,10, Alexander,Sahil,Madhya Pradesh,West 7
Banca,45, Bryan,Surat,2009-04-04 00:00:00,SM - Banca,220,Active,Sales,, Kristina,Raswinder,10, Alexander,Sahil,Gujarat - Surat,West 8
Banca,45, Bryan,Surat,2011-10-13 00:00:00,SM - Banca,320,Exited,Sales,2024-04-23 00:00:00, Ryan,Raswinder,10, Alexander,Sahil,Gujarat - Surat,West 8
Banca,45, Bryan,Surat,2013-03-20 00:00:00,SM - Banca,222,Active,Sales,, Laura,Raswinder,10, Alexander,Sahil,Gujarat - Surat,West 8
Banca,45, Bryan,Surat,2013-08-12 00:00:00,SM - Banca,319,Exited,Sales,2024-04-01 00:00:00, Ruth,Raswinder,10, Alexander,Sahil,Gujarat - Surat,West 8
Banca,45, Bryan,Surat,2018-11-19 00:00:00,ASM - Banca,45,Active,Sales,, Bryan,Raswinder,10, Alexander,Sahil,Gujarat - Surat,West 8
Banca,45, Bryan,Surat,2019-04-02 00:00:00,SM - Banca,221,Active,Sales,, Kyle,Raswinder,10, Alexander,Sahil,Gujarat - Surat,West 8
Banca,45, Bryan,Surat,2021-10-01 00:00:00,SM - Banca,219,Active,Sales,, Kristen,Raswinder,10, Alexander,Sahil,Gujarat - Surat,West 8
Banca,46, Caleb,All,2008-10-06 00:00:00,ASM - Banca,46,Active,Sales,, Caleb,Joseph,11, Alexis,Varsha,Kerela,South 1
Banca,46, Caleb,Kochi,2011-06-27 00:00:00,SM - Banca,224,Active,Sales,, Lawrence,Joseph,11, Alexis,Varsha,Kerela,South 1
Banca,46, Caleb,Kozhikode,2012-03-19 00:00:00,SM - Banca,225,Active,Sales,, Leah,Joseph,11, Alexis,Varsha,Kerela,South 1
Banca,46, Caleb,Thiruvananthapuram,2018-05-19 00:00:00,SM - Banca,223,Active,Sales,, Lauren,Joseph,11, Alexis,Varsha,Kerela,South 1
Banca,46, Caleb,Thrissur,2009-04-12 00:00:00,SM - Banca,226,Active,Sales,, Lee,Joseph,11, Alexis,Varsha,Kerela,South 1
Banca,46, Caleb,Thrissur,2012-12-11 00:00:00,SM - Banca,321,Exited,Sales,2024-05-05 00:00:00, Sabrina,Joseph,11, Alexis,Varsha,Kerela,South 1
Banca,47, Cameron,All,2011-05-03 00:00:00,ASM - Banca,47,Active,Sales,, Cameron,Joseph,11, Alexis,Varsha,Karnataka Urban,South 2
Banca,47, Cameron,Belagavi,2008-01-06 00:00:00,SM - Banca,229,Active,Sales,, Lewis,Joseph,11, Alexis,Varsha,Karnataka Urban,South 2
Banca,47, Cameron,Coorg,2007-10-20 00:00:00,SM - Banca,230,Active,Sales,, Lillian,Joseph,11, Alexis,Varsha,Karnataka Urban,South 2
Banca,47, Cameron,Hubballi-Dharwad,2006-03-02 00:00:00,SM - Banca,323,Exited,Sales,2024-04-05 00:00:00, Samuel,Joseph,11, Alexis,Varsha,Karnataka Urban,South 2
Banca,47, Cameron,Hubballi-Dharwad,2010-04-15 00:00:00,SM - Banca,228,Active,Sales,, Levi,Joseph,11, Alexis,Varsha,Karnataka Urban,South 2
Banca,47, Cameron,Mangaluru,2012-07-13 00:00:00,SM - Banca,322,Exited,Sales,2024-03-26 00:00:00, Samantha,Joseph,11, Alexis,Varsha,Karnataka Urban,South 2
Banca,47, Cameron,Mangaluru,2014-12-20 00:00:00,SM - Banca,227,Active,Sales,, Leslie,Joseph,11, Alexis,Varsha,Karnataka Urban,South 2
Banca,48, Carl,All,2009-01-12 00:00:00,ASM - Banca,48,Active,Sales,, Carl,Joseph,11, Alexis,Varsha,Tamil Nadu,South 3
Banca,48, Carl,All,2010-06-06 00:00:00,ASM - Banca,263,Exited,Sales,2024-04-18 00:00:00, Megan,Joseph,11, Alexis,Varsha,Tamil Nadu,South 3
Banca,48, Carl,Madurai,2014-06-12 00:00:00,SM - Banca,231,Active,Sales,, Linda,Joseph,11, Alexis,Varsha,Tamil Nadu,South 3
Banca,48, Carl,Salem,2015-03-09 00:00:00,SM - Banca,233,Active,Sales,, Lisa,Joseph,11, Alexis,Varsha,Tamil Nadu,South 3
Banca,48, Carl,Tiruchirappalli,2008-08-23 00:00:00,SM - Banca,232,Active,Sales,, Lindsay,Joseph,11, Alexis,Varsha,Tamil Nadu,South 3
Banca,48, Carl,Tirunelveli,2010-03-01 00:00:00,SM - Banca,324,Exited,Sales,2024-01-20 00:00:00, Sandra,Joseph,11, Alexis,Varsha,Tamil Nadu,South 3
Banca,48, Carl,Tirunelveli,2016-07-18 00:00:00,SM - Banca,234,Active,Sales,, Liz,Joseph,11, Alexis,Varsha,Tamil Nadu,South 3
Banca,49, Carol,All,2017-09-27 00:00:00,ASM - Banca,49,Active,Sales,, Carol,Joseph,11, Alexis,Varsha,Andhra Pradesh,South 4
Banca,49, Carol,Anantapur,2021-08-30 00:00:00,SM - Banca,242,Active,Sales,, Mabel,Joseph,11, Alexis,Varsha,Andhra Pradesh,South 4
Banca,49, Carol,Eluru,2011-07-10 00:00:00,SM - Banca,241,Active,Sales,, Lynn,Joseph,11, Alexis,Varsha,Andhra Pradesh,South 4
Banca,49, Carol,Guntur,2007-06-06 00:00:00,SM - Banca,237,Active,Sales,, Louis,Joseph,11, Alexis,Varsha,Andhra Pradesh,South 4
Banca,49, Carol,Kurnool,2016-09-05 00:00:00,SM - Banca,239,Active,Sales,, Luke,Joseph,11, Alexis,Varsha,Andhra Pradesh,South 4
Banca,49, Carol,Nellore,2018-11-13 00:00:00,SM - Banca,238,Active,Sales,, Lucas,Joseph,11, Alexis,Varsha,Andhra Pradesh,South 4
Banca,49, Carol,Rajahmundry,2006-04-21 00:00:00,SM - Banca,240,Active,Sales,, Lydia,Joseph,11, Alexis,Varsha,Andhra Pradesh,South 4
Banca,49, Carol,Vijayawada,2010-10-22 00:00:00,SM - Banca,236,Active,Sales,, Lori,Joseph,11, Alexis,Varsha,Andhra Pradesh,South 4
Banca,49, Carol,Vijayawada,2015-06-04 00:00:00,SM - Banca,326,Exited,Sales,2024-05-05 00:00:00, Sarah,Joseph,11, Alexis,Varsha,Andhra Pradesh,South 4
Banca,49, Carol,Visakhapatnam,2012-12-16 00:00:00,SM - Banca,235,Active,Sales,, Logan,Joseph,11, Alexis,Varsha,Andhra Pradesh,South 4
Banca,49, Carol,Visakhapatnam,2018-11-23 00:00:00,SM - Banca,325,Exited,Sales,2024-04-07 00:00:00, Sara,Joseph,11, Alexis,Varsha,Andhra Pradesh,South 4
Banca,50, Caroline,All,2023-11-09 00:00:00,ASM - Banca,50,Active,Sales,, Caroline,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,50, Caroline,Hyderabad,2010-02-26 00:00:00,SM - Banca,243,Active,Sales,, Mackenzie,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,50, Caroline,Karimnagar,2014-11-12 00:00:00,SM - Banca,247,Active,Sales,, Mandy,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,50, Caroline,Karimnagar,2017-08-10 00:00:00,SM - Banca,327,Exited,Sales,2024-04-20 00:00:00, Scott,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,50, Caroline,Khammam,2017-12-29 00:00:00,SM - Banca,246,Active,Sales,, Malcolm,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,50, Caroline,Nizamabad,2017-09-21 00:00:00,SM - Banca,245,Active,Sales,, Maggie,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,50, Caroline,Warangal,2023-11-09 00:00:00,SM - Banca,244,Active,Sales,, Madison,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,51, Carolyn,All,2014-07-02 00:00:00,ASM - Banca,51,Active,Sales,, Carolyn,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Chikkamagaluru,2010-12-15 00:00:00,SM - Banca,250,Active,Sales,, Maria,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Chitradurga,2006-10-17 00:00:00,SM - Banca,330,Exited,Sales,2024-04-23 00:00:00, Shannon,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Chitradurga,2016-11-15 00:00:00,SM - Banca,253,Active,Sales,, Mark,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Davangere,2012-08-07 00:00:00,SM - Banca,329,Exited,Sales,2024-02-05 00:00:00, Seth,Joseph,11, Alexis,Varsha,Karnataka Urban,South 6
Banca,51, Carolyn,Davangere,2021-09-17 00:00:00,SM - Banca,249,Active,Sales,, Margaret,Joseph,11, Alexis,Varsha,Karnataka Urban,South 6
Banca,51, Carolyn,Hassan,2016-02-15 00:00:00,SM - Banca,251,Active,Sales,, Marie,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Haveri,2022-11-02 00:00:00,SM - Banca,254,Active,Sales,, Marlene,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Mandya,2005-09-09 00:00:00,SM - Banca,252,Active,Sales,, Marilyn,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Shimoga,2022-12-24 00:00:00,SM - Banca,248,Active,Sales,, Marcus,Joseph,11, Alexis,Varsha,Karnataka Urban,South 6
Banca,51, Carolyn,Shimoga,2023-06-22 00:00:00,SM - Banca,328,Exited,Sales,2024-01-26 00:00:00, Sean,Joseph,11, Alexis,Varsha,Karnataka Urban,South 6
Banca,255, Martha,All,2022-12-01 00:00:00,RSM - Banca,255,Exited,Sales,2024-02-02 00:00:00, Martha,Ankit,3, Abigail,Priya,All,North
